Date,Transaction Type,Check_Ref,Description,Amount,Source,ID,Next Action
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,2805.32,GL,1266,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,3112.2000000000003,GL,1267,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,720.86,GL,1268,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,958.0,GL,1269,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,9828.0,GL,1270,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,9204.0,GL,1271,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,3876.0,GL,1272,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,869.7,GL,1273,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,2310.4,GL,1274,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,1835.7,GL,1275,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,480.0,GL,1276,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,cash receipt entry,22692.0,bank checking 2092`22692_x0003_iinternal xfer,1447.2,GL,1277,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-19,payroll,16033.0,,-857.24,GL,1278,Amount/date mismatch. Manual review needed.
2022-08-22,bank charge/income,22685.0,bank checking 2092`22685_x0003_fed p/r tax,-1078.86,GL,1279,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,bank charge/income,22686.0,bank checking 2092`22686_x0003_fed p/r tax,-5284.22,GL,1280,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,bank charge/income,22687.0,bank checking 2092`22687_x0003_state p/r tax,-48.39,GL,1281,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,bank charge/income,22688.0,bank checking 2092`22688_x0003_state p/r tax,-190.73,GL,1282,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,bank charge/income,22689.0,bank checking 2092`22689_x0003_state p/r tax,-872.32,GL,1283,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,bank charge/income,22690.0,bank checking 2092`22690_x0003_state p/r tax,-611.07,GL,1284,Amount/date match. Focus on Ref (fuzzy).
2022-08-22,bank charge/income,22691.0,bank checking 2092`22691_x0003_state p/r tax,-45.54,GL,1285,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,9750.36,GL,1286,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,162.0,GL,1287,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,2414.49,GL,1288,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,1051.74,GL,1289,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,446.01,GL,1290,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,2326.04,GL,1291,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,525.17,GL,1292,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,271.54,GL,1293,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,1630.54,GL,1294,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,271.71,GL,1295,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,1737.11,GL,1296,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,3618.48,GL,1297,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,9602.36,GL,1298,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,4032.8,GL,1299,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,4650.64,GL,1300,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-22,cash receipt entry,22694.0,bank checking 2092`22694_x0003_deposit 8/22/22,4616.4800000000005,GL,1301,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-26,ap payments,15992.0,"solutions llc`15992_x0003_($19,490.34 usd), aug 26, 2022",-19490.34,GL,1302,Amount/date mismatch. Focus on Desc (NLP).
2022-08-26,payroll,16034.0,,-825.6800000000001,GL,1303,Amount/date mismatch. Manual review needed.
2022-08-26,payroll,16038.0,,-884.35,GL,1307,Amount/date mismatch. Manual review needed.
2022-08-26,payroll,16047.0,,-602.8000000000001,GL,1316,Amount/date mismatch. Manual review needed.
2022-08-26,payroll,16054.0,,-1437.85,GL,1323,Amount/date mismatch. Focus on Ref (fuzzy).
2022-08-26,payroll,16056.0,,-585.44,GL,1325,Amount/date mismatch. Focus on Ref (fuzzy).
2022-08-26,payroll,16058.0,,-648.01,GL,1327,Amount/date mismatch. Focus on Ref (fuzzy).
2022-08-26,payroll,16060.0,,-641.02,GL,1329,Amount/date mismatch. Focus on Ref (fuzzy).
2022-08-26,payroll,16062.0,,-706.47,GL,1331,Amount/date mismatch. Focus on Ref (fuzzy).
2022-08-26,payroll,16063.0,,-1131.69,GL,1332,Amount/date mismatch. Manual review needed.
2022-08-26,payroll,16064.0,,-791.46,GL,1333,Amount/date mismatch. Manual review needed.
2022-08-26,ap payments,15994.0,"freight, inc.`15994_x0003_($800.00 usd), aug 26, 2022",-800.0,GL,1337,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-26,ap payments,2208262.0,"a logistics, llc`2208262_x0003_($20,844.51 usd), aug 26, 2022",-20844.51,GL,1338,Amount/date match. Focus on Ref (fuzzy).
2022-08-29,bank charge/income,22737.0,bank checking 2092`22737_x0003_fed p/r tax,-694.08,GL,1339,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22738.0,bank checking 2092`22738_x0003_fed p/r tax,-4623.68,GL,1340,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22739.0,bank checking 2092`22739_x0003_statr pr tax,-42.3,GL,1341,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22740.0,bank checking 2092`22740_x0003_state pr tax,-164.94,GL,1342,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22741.0,bank checking 2092`22741_x0003_state pr tax,-751.71,GL,1343,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22742.0,bank checking 2092`22742_x0003_state p/r tax,-512.1800000000001,GL,1344,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22743.0,bank checking 2092`22743_x0003_state p/r tax,-39.29,GL,1345,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22743.0,bank checking 2092`22743_x0003_state p/r tax,-39.28,GL,1346,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,bank charge/income,22743.0,bank checking 2092`22743_x0003_state p/r tax,39.29,GL,1347,Amount/date mismatch. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,cash receipt entry,22752.0,bank checking 2092`22752_x0003_deposit 8/29/22,1210.0,GL,1348,Amount/date match. Focus on Ref (fuzzy) and Focus on Desc (NLP).
2022-08-29,ap payments,15995.0,"cup fresh`15995_x0003_($1,210.00 usd), aug 29, 2022",-1210.0,GL,1349,Amount/date mismatch. Focus on Desc (NLP).
